"","ensembl_gene_id","chromosome_name","start_position","end_position","strand","gene_biotype","external_gene_name","description"
"ENSG00000222129","ENSG00000222129","13",94651397,94651529,-1,"rRNA_pseudogene","RNA5SP36","RNA, 5S ribosomal pseudogene 36 [Source:HGNC Symbol;Acc:HGNC:42612]"
"ENSG00000222139","ENSG00000222139","15",80663772,80663878,1,"snRNA","RNU6-380P","RNA, U6 small nuclear 380, pseudogene [Source:HGNC Symbol;Acc:HGNC:47343]"
"ENSG00000222145","ENSG00000222145","6",88714242,88714430,-1,"snoRNA","SNORA73","Small nucleolar RNA SNORA73 family [Source:RFAM;Acc:RF00045]"
"ENSG00000222146","ENSG00000222146","8",112148742,112148825,-1,"snRNA","RNU4-37P","RNA, U4 small nuclear 37, pseudogene [Source:HGNC Symbol;Acc:HGNC:46973]"
"ENSG00000222148","ENSG00000222148","13",49889634,49889728,-1,"misc_RNA","RNY4P30","RNY4 pseudogene 30 [Source:HGNC Symbol;Acc:HGNC:42498]"
"ENSG00000222150","ENSG00000222150","7",116944286,116944414,-1,"rRNA_pseudogene","RNA5SP239","RNA, 5S ribosomal pseudogene 239 [Source:HGNC Symbol;Acc:HGNC:43139]"
"ENSG00000222154","ENSG00000222154","7",53490148,53490439,-1,"misc_RNA","RN7SKP218","RN7SK pseudogene 218 [Source:HGNC Symbol;Acc:HGNC:45942]"
"ENSG00000222160","ENSG00000222160","12",107650789,107650892,1,"misc_RNA","Y_RNA","Y RNA [Source:RFAM;Acc:RF00019]"
"ENSG00000222162","ENSG00000222162","11",13353208,13353523,1,"misc_RNA","RN7SKP151","RN7SK pseudogene 151 [Source:HGNC Symbol;Acc:HGNC:45875]"
"ENSG00000222164","ENSG00000222164","7",18807993,18808279,-1,"misc_RNA","RN7SKP266","RN7SK pseudogene 266 [Source:HGNC Symbol;Acc:HGNC:45990]"
"ENSG00000222170","ENSG00000222170","16",48731704,48731801,-1,"snRNA","RNU6-257P","RNA, U6 small nuclear 257, pseudogene [Source:HGNC Symbol;Acc:HGNC:47220]"
"ENSG00000222174","ENSG00000222174","18",586517,586850,-1,"misc_RNA","RN7SKP146","RN7SK pseudogene 146 [Source:HGNC Symbol;Acc:HGNC:45870]"
"ENSG00000222177","ENSG00000222177","16",68329387,68329529,-1,"snRNA","RNU4-30P","RNA, U4 small nuclear 30, pseudogene [Source:HGNC Symbol;Acc:HGNC:46966]"
"ENSG00000222178","ENSG00000222178","5",36485343,36485440,1,"rRNA_pseudogene","RNA5SP181","RNA, 5S ribosomal pseudogene 181 [Source:HGNC Symbol;Acc:HGNC:43081]"
"ENSG00000222179","ENSG00000222179","18",45989653,45989945,-1,"misc_RNA","RN7SKP26","RN7SK pseudogene 26 [Source:HGNC Symbol;Acc:HGNC:45750]"
"ENSG00000222182","ENSG00000222182","4",11414051,11414160,-1,"rRNA_pseudogene","RNA5SP156","RNA, 5S ribosomal pseudogene 156 [Source:HGNC Symbol;Acc:HGNC:43056]"
"ENSG00000222185","ENSG00000222185","14",100998467,100998541,1,"snoRNA","",""
"ENSG00000222202","ENSG00000222202","9",20418321,20418427,1,"snRNA","RNU4-26P","RNA, U4 small nuclear 26, pseudogene [Source:HGNC Symbol;Acc:HGNC:46962]"
"ENSG00000222205","ENSG00000222205","8",57126655,57126762,-1,"rRNA_pseudogene","RNA5SP266","RNA, 5S ribosomal pseudogene 266 [Source:HGNC Symbol;Acc:HGNC:43166]"
"ENSG00000222206","ENSG00000222206","4",27223319,27223427,-1,"misc_RNA","Y_RNA","Y RNA [Source:RFAM;Acc:RF00019]"
"ENSG00000222207","ENSG00000222207","16",35734639,35734748,1,"rRNA_pseudogene","RNA5SP407","RNA, 5S ribosomal pseudogene 407 [Source:HGNC Symbol;Acc:HGNC:43307]"
"ENSG00000222208","ENSG00000222208","3",37341649,37341766,1,"rRNA_pseudogene","RNA5SP129","RNA, 5S ribosomal pseudogene 129 [Source:HGNC Symbol;Acc:HGNC:43029]"
"ENSG00000222209","ENSG00000222209","1",118264372,118264489,-1,"rRNA_pseudogene","RNA5SP56","RNA, 5S ribosomal pseudogene 56 [Source:HGNC Symbol;Acc:HGNC:42833]"
"ENSG00000222210","ENSG00000222210","12",57977965,57978277,-1,"misc_RNA","RN7SKP65","RN7SK pseudogene 65 [Source:HGNC Symbol;Acc:HGNC:45789]"
"ENSG00000222213","ENSG00000222213","5",149606637,149606741,-1,"snRNA","RNU6-588P","RNA, U6 small nuclear 588, pseudogene [Source:HGNC Symbol;Acc:HGNC:47551]"
"ENSG00000222220","ENSG00000222220","7",94801514,94801812,1,"misc_RNA","RN7SKP129","RN7SK pseudogene 129 [Source:HGNC Symbol;Acc:HGNC:45853]"
"ENSG00000222222","ENSG00000222222","1",150236967,150237156,1,"snRNA","RNU2-17P","RNA, U2 small nuclear 17, pseudogene [Source:HGNC Symbol;Acc:HGNC:48510]"
"ENSG00000222224","ENSG00000222224","2",28927243,28927340,-1,"misc_RNA","Y_RNA","Y RNA [Source:RFAM;Acc:RF00019]"
"ENSG00000222230","ENSG00000222230","4",38758791,38758892,-1,"rRNA_pseudogene","RNA5SP158","RNA, 5S ribosomal pseudogene 158 [Source:HGNC Symbol;Acc:HGNC:43058]"
"ENSG00000222231","ENSG00000222231","8",76265543,76265732,-1,"snRNA","RNU2-54P","RNA, U2 small nuclear 54, pseudogene [Source:HGNC Symbol;Acc:HGNC:48547]"
"ENSG00000222232","ENSG00000222232","2",28683976,28684083,1,"rRNA_pseudogene","RNA5SP89","RNA, 5S ribosomal pseudogene 89 [Source:HGNC Symbol;Acc:HGNC:42887]"
"ENSG00000222236","ENSG00000222236","4",71759518,71759616,-1,"rRNA_pseudogene","RNA5SP163","RNA, 5S ribosomal pseudogene 163 [Source:HGNC Symbol;Acc:HGNC:43063]"
"ENSG00000222238","ENSG00000222238","10",101307529,101307718,1,"snRNA","RNU2-43P","RNA, U2 small nuclear 43, pseudogene [Source:HGNC Symbol;Acc:HGNC:48536]"
"ENSG00000222240","ENSG00000222240","1",188155839,188156180,-1,"misc_RNA","RN7SKP156","RN7SK pseudogene 156 [Source:HGNC Symbol;Acc:HGNC:45880]"
"ENSG00000222244","ENSG00000222244","16",79264454,79264573,1,"rRNA_pseudogene","RNA5SP431","RNA, 5S ribosomal pseudogene 431 [Source:HGNC Symbol;Acc:HGNC:43331]"
"ENSG00000222246","ENSG00000222246","2",231892242,231892298,-1,"miRNA","MIR1471","microRNA 1471 [Source:HGNC Symbol;Acc:HGNC:35380]"
"ENSG00000222248","ENSG00000222248","6",3088686,3088809,-1,"rRNA_pseudogene","RNA5SP201","RNA, 5S ribosomal pseudogene 201 [Source:HGNC Symbol;Acc:HGNC:43101]"
"ENSG00000222249","ENSG00000222249","11",119289562,119289677,-1,"snRNA","RNU6-262P","RNA, U6 small nuclear 262, pseudogene [Source:HGNC Symbol;Acc:HGNC:47225]"
"ENSG00000222251","ENSG00000222251","2",60998752,60998888,1,"rRNA_pseudogene","RNA5SP95","RNA, 5S ribosomal pseudogene 95 [Source:HGNC Symbol;Acc:HGNC:42893]"
"ENSG00000222255","ENSG00000222255","12",101765406,101765509,-1,"snRNA","RNU6-101P","RNA, U6 small nuclear 101, pseudogene [Source:HGNC Symbol;Acc:HGNC:47064]"
"ENSG00000222257","ENSG00000222257","4",45995119,45995423,1,"misc_RNA","RN7SKP199","RN7SK pseudogene 199 [Source:HGNC Symbol;Acc:HGNC:45923]"
"ENSG00000222259","ENSG00000222259","9",34049966,34050244,1,"misc_RNA","RN7SKP114","RN7SK pseudogene 114 [Source:HGNC Symbol;Acc:HGNC:45838]"
"ENSG00000222266","ENSG00000222266","5",134715483,134715582,1,"snRNA","RNU6-757P","RNA, U6 small nuclear 757, pseudogene [Source:HGNC Symbol;Acc:HGNC:47720]"
"ENSG00000222267","ENSG00000222267","8",20229779,20229877,1,"snRNA","RNU6-892P","RNA, U6 small nuclear 892, pseudogene [Source:HGNC Symbol;Acc:HGNC:47855]"
"ENSG00000222268","ENSG00000222268","16",47505432,47505543,1,"rRNA_pseudogene","RNA5SP425","RNA, 5S ribosomal pseudogene 425 [Source:HGNC Symbol;Acc:HGNC:43325]"
"ENSG00000222276","ENSG00000222276","14",96384624,96384815,1,"snRNA","RNU2-33P","RNA, U2 small nuclear 33, pseudogene [Source:HGNC Symbol;Acc:HGNC:48526]"
"ENSG00000222281","ENSG00000222281","20",11818821,11819091,-1,"misc_RNA","RN7SKP111","RN7SK pseudogene 111 [Source:HGNC Symbol;Acc:HGNC:45835]"
"ENSG00000222282","ENSG00000222282","1",37885023,37885117,1,"snRNA","RNU6-584P","RNA, U6 small nuclear 584, pseudogene [Source:HGNC Symbol;Acc:HGNC:47547]"
"ENSG00000222285","ENSG00000222285","5",136969200,136969306,-1,"rRNA_pseudogene","RNA5SP193","RNA, 5S ribosomal pseudogene 193 [Source:HGNC Symbol;Acc:HGNC:43093]"
"ENSG00000222287","ENSG00000222287","16",30701337,30701435,-1,"snRNA","RNU6-1043P","RNA, U6 small nuclear 1043, pseudogene [Source:HGNC Symbol;Acc:HGNC:48006]"
"ENSG00000222293","ENSG00000222293","9",86422938,86423128,-1,"snRNA","RNU2-36P","RNA, U2 small nuclear 36, pseudogene [Source:HGNC Symbol;Acc:HGNC:48529]"
"ENSG00000222297","ENSG00000222297","11",125574719,125574818,1,"snRNA","RNU6-1156P","RNA, U6 small nuclear 1156, pseudogene [Source:HGNC Symbol;Acc:HGNC:48119]"
"ENSG00000222300","ENSG00000222300","2",158935798,158935985,-1,"snRNA","RNU2-21P","RNA, U2 small nuclear 21, pseudogene [Source:HGNC Symbol;Acc:HGNC:48514]"
"ENSG00000222302","ENSG00000222302","12",107486511,107486635,-1,"rRNA_pseudogene","RNA5SP371","RNA, 5S ribosomal pseudogene 371 [Source:HGNC Symbol;Acc:HGNC:43271]"
"ENSG00000222303","ENSG00000222303","X",50649641,50649740,1,"snRNA","RNU6-935P","RNA, U6 small nuclear 935, pseudogene [Source:HGNC Symbol;Acc:HGNC:47898]"
"ENSG00000222305","ENSG00000222305","10",90880040,90880179,-1,"misc_RNA","Y_RNA","Y RNA [Source:RFAM;Acc:RF00019]"
"ENSG00000222308","ENSG00000222308","5",151875566,151875692,-1,"rRNA_pseudogene","RNA5SP198","RNA, 5S ribosomal pseudogene 198 [Source:HGNC Symbol;Acc:HGNC:43098]"
"ENSG00000222312","ENSG00000222312","5",16033229,16033356,-1,"rRNA_pseudogene","RNA5SP178","RNA, 5S ribosomal pseudogene 178 [Source:HGNC Symbol;Acc:HGNC:43078]"
"ENSG00000222313","ENSG00000222313","X",148822164,148822448,-1,"misc_RNA","RN7SKP267","RN7SK pseudogene 267 [Source:HGNC Symbol;Acc:HGNC:45991]"
"ENSG00000222317","ENSG00000222317","2",209721913,209722021,-1,"rRNA_pseudogene","RNA5SP118","RNA, 5S ribosomal pseudogene 118 [Source:HGNC Symbol;Acc:HGNC:42916]"
"ENSG00000222320","ENSG00000222320","18",31937533,31937639,1,"snRNA","RNU6-1050P","RNA, U6 small nuclear 1050, pseudogene [Source:HGNC Symbol;Acc:HGNC:48013]"
"ENSG00000222321","ENSG00000222321","X",114651544,114651623,1,"miRNA","MIR1912","microRNA 1912 [Source:HGNC Symbol;Acc:HGNC:35396]"
"ENSG00000222327","ENSG00000222327","9",112137797,112137900,1,"snRNA","RNU6-855P","RNA, U6 small nuclear 855, pseudogene [Source:HGNC Symbol;Acc:HGNC:47818]"
"ENSG00000222328","ENSG00000222328","11",62841619,62841809,-1,"snRNA","RNU2-2","RNA, U2 small nuclear 2 [Source:HGNC Symbol;Acc:HGNC:10152]"
"ENSG00000222335","ENSG00000222335","3",196202349,196202453,1,"misc_RNA","Y_RNA","Y RNA [Source:RFAM;Acc:RF00019]"
"ENSG00000222337","ENSG00000222337","9",99284022,99284373,1,"misc_RNA","RN7SKP225","RN7SK pseudogene 225 [Source:HGNC Symbol;Acc:HGNC:45949]"
"ENSG00000222338","ENSG00000222338","12",3726222,3726327,-1,"snRNA","RNU6-174P","RNA, U6 small nuclear 174, pseudogene [Source:HGNC Symbol;Acc:HGNC:47137]"
"ENSG00000222343","ENSG00000222343","15",47272597,47272889,1,"misc_RNA","RN7SKP139","RN7SK pseudogene 139 [Source:HGNC Symbol;Acc:HGNC:45863]"
"ENSG00000222344","ENSG00000222344","2",229894346,229894453,1,"snRNA","RNU6-613P","RNA, U6 small nuclear 613, pseudogene [Source:HGNC Symbol;Acc:HGNC:47576]"
"ENSG00000222345","ENSG00000222345","3",52691378,52691453,1,"snoRNA","SNORD19C","small nucleolar RNA, C/D box 19C [Source:HGNC Symbol;Acc:HGNC:52224]"
"ENSG00000222346","ENSG00000222346","7",111953653,111953765,-1,"rRNA_pseudogene","RNA5SP237","RNA, 5S ribosomal pseudogene 237 [Source:HGNC Symbol;Acc:HGNC:43137]"
"ENSG00000222351","ENSG00000222351","9",122945988,122946094,-1,"misc_RNA","RNY1P15","RNY1 pseudogene 15 [Source:HGNC Symbol;Acc:HGNC:50878]"
"ENSG00000222352","ENSG00000222352","22",21545344,21545644,-1,"misc_RNA","RN7SKP221","RN7SK pseudogene 221 [Source:HGNC Symbol;Acc:HGNC:45945]"
"ENSG00000222355","ENSG00000222355","7",53776136,53776324,1,"snRNA","RNU2-29P","RNA, U2 small nuclear 29, pseudogene [Source:HGNC Symbol;Acc:HGNC:48522]"
"ENSG00000222356","ENSG00000222356","9",111996635,111996739,-1,"snRNA","RNU6-710P","RNA, U6 small nuclear 710, pseudogene [Source:HGNC Symbol;Acc:HGNC:47673]"
"ENSG00000222357","ENSG00000222357","3",168475198,168475388,1,"snRNA","RNU2-20P","RNA, U2 small nuclear 20, pseudogene [Source:HGNC Symbol;Acc:HGNC:48513]"
"ENSG00000222361","ENSG00000222361","15",98074667,98074763,-1,"snRNA","RNU6-1186P","RNA, U6 small nuclear 1186, pseudogene [Source:HGNC Symbol;Acc:HGNC:48149]"
"ENSG00000222363","ENSG00000222363","17",29388560,29388683,1,"snRNA","RNU4-34P","RNA, U4 small nuclear 34, pseudogene [Source:HGNC Symbol;Acc:HGNC:46970]"
"ENSG00000222365","ENSG00000222365","20",49280319,49280409,1,"snoRNA","SNORD12B","small nucleolar RNA, C/D box 12B [Source:HGNC Symbol;Acc:HGNC:33573]"
"ENSG00000222370","ENSG00000222370","1",220200546,220200676,-1,"snoRNA","SNORA36B","small nucleolar RNA, H/ACA box 36B [Source:HGNC Symbol;Acc:HGNC:32629]"
"ENSG00000222371","ENSG00000222371","10",68158079,68158408,1,"misc_RNA","RN7SKP202","RN7SK pseudogene 202 [Source:HGNC Symbol;Acc:HGNC:45926]"
"ENSG00000222375","ENSG00000222375","16",29731051,29731404,-1,"misc_RNA","RN7SKP127","RN7SK pseudogene 127 [Source:HGNC Symbol;Acc:HGNC:45851]"
"ENSG00000222376","ENSG00000222376","2",166180652,166180966,-1,"misc_RNA","RN7SKP152","RN7SK pseudogene 152 [Source:HGNC Symbol;Acc:HGNC:45876]"
"ENSG00000222378","ENSG00000222378","1",39154164,39154296,-1,"rRNA_pseudogene","RNA5SP44","RNA, 5S ribosomal pseudogene 44 [Source:HGNC Symbol;Acc:HGNC:42820]"
"ENSG00000222383","ENSG00000222383","6",10752791,10752926,-1,"rRNA_pseudogene","RNA5SP203","RNA, 5S ribosomal pseudogene 203 [Source:HGNC Symbol;Acc:HGNC:43103]"
"ENSG00000222385","ENSG00000222385","11",28261194,28261519,-1,"misc_RNA","RN7SKP158","RN7SK pseudogene 158 [Source:HGNC Symbol;Acc:HGNC:45882]"
"ENSG00000222386","ENSG00000222386","7",103484208,103484539,-1,"misc_RNA","RN7SKP86","RN7SK pseudogene 86 [Source:HGNC Symbol;Acc:HGNC:45810]"
"ENSG00000222389","ENSG00000222389","3",81509476,81509664,1,"snRNA","RNU2-28P","RNA, U2 small nuclear 28, pseudogene [Source:HGNC Symbol;Acc:HGNC:48521]"
"ENSG00000222394","ENSG00000222394","2",137715332,137715440,1,"misc_RNA","Y_RNA","Y RNA [Source:RFAM;Acc:RF00019]"
"ENSG00000222395","ENSG00000222395","18",32263135,32263234,-1,"misc_RNA","Y_RNA","Y RNA [Source:RFAM;Acc:RF00019]"
"ENSG00000222397","ENSG00000222397","1",181839473,181839774,-1,"misc_RNA","RN7SKP229","RN7SK pseudogene 229 [Source:HGNC Symbol;Acc:HGNC:45953]"
"ENSG00000222398","ENSG00000222398","15",43602543,43602648,1,"snRNA","RNU6-554P","RNA, U6 small nuclear 554, pseudogene [Source:HGNC Symbol;Acc:HGNC:47517]"
"ENSG00000222404","ENSG00000222404","2",157298807,157299158,-1,"misc_RNA","RN7SKP281","RN7SK pseudogene 281 [Source:HGNC Symbol;Acc:HGNC:46005]"
"ENSG00000222405","ENSG00000222405","12",70443784,70443923,-1,"snRNA","RNU4-65P","RNA, U4 small nuclear 65, pseudogene [Source:HGNC Symbol;Acc:HGNC:47001]"
"ENSG00000222407","ENSG00000222407","1",231281414,231281524,-1,"rRNA_pseudogene","RNA5SP80","RNA, 5S ribosomal pseudogene 80 [Source:HGNC Symbol;Acc:HGNC:42857]"
"ENSG00000222412","ENSG00000222412","10",31756042,31756136,-1,"misc_RNA","Y_RNA","Y RNA [Source:RFAM;Acc:RF00019]"
"ENSG00000222413","ENSG00000222413","9",117276985,117277286,1,"misc_RNA","RN7SKP125","RN7SK pseudogene 125 [Source:HGNC Symbol;Acc:HGNC:45849]"
"ENSG00000222414","ENSG00000222414","10",101364845,101365035,-1,"snRNA","RNU2-59P","RNA, U2 small nuclear 59, pseudogene [Source:HGNC Symbol;Acc:HGNC:48552]"
"ENSG00000222416","ENSG00000222416","8",93441277,93441384,1,"rRNA_pseudogene","RNA5SP274","RNA, 5S ribosomal pseudogene 274 [Source:HGNC Symbol;Acc:HGNC:43174]"
"ENSG00000222418","ENSG00000222418","2",182048822,182048905,1,"rRNA_pseudogene","RNA5SP113","RNA, 5S ribosomal pseudogene 113 [Source:HGNC Symbol;Acc:HGNC:42911]"
"ENSG00000222419","ENSG00000222419","X",103850797,103850911,-1,"rRNA_pseudogene","RNA5SP511","RNA, 5S ribosomal pseudogene 511 [Source:HGNC Symbol;Acc:HGNC:43411]"
"ENSG00000222421","ENSG00000222421","9",127832635,127832743,-1,"misc_RNA","Y_RNA","Y RNA [Source:RFAM;Acc:RF00019]"
"ENSG00000222426","ENSG00000222426","9",34282528,34282670,-1,"snRNA","RNU2-50P","RNA, U2 small nuclear 50, pseudogene [Source:HGNC Symbol;Acc:HGNC:48543]"
"ENSG00000222427","ENSG00000222427","11",22688351,22688435,1,"rRNA_pseudogene","RNA5SP338","RNA, 5S ribosomal pseudogene 338 [Source:HGNC Symbol;Acc:HGNC:43238]"
"ENSG00000222428","ENSG00000222428","7",68723911,68724048,-1,"rRNA_pseudogene","RNA5SP231","RNA, 5S ribosomal pseudogene 231 [Source:HGNC Symbol;Acc:HGNC:43131]"
"ENSG00000222429","ENSG00000222429","17",4619749,4619852,-1,"snRNA","RNU6-955P","RNA, U6 small nuclear 955, pseudogene [Source:HGNC Symbol;Acc:HGNC:47918]"
"ENSG00000222430","ENSG00000222430","10",101952605,101952704,-1,"misc_RNA","Y_RNA","Y RNA [Source:RFAM;Acc:RF00019]"
"ENSG00000222431","ENSG00000222431","6",20452369,20452473,-1,"snRNA","RNU6-141P","RNA, U6 small nuclear 141, pseudogene [Source:HGNC Symbol;Acc:HGNC:47104]"
"ENSG00000222432","ENSG00000222432","7",77895880,77895992,1,"misc_RNA","Y_RNA","Y RNA [Source:RFAM;Acc:RF00019]"
"ENSG00000222436","ENSG00000222436","10",108940969,108941310,-1,"misc_RNA","RN7SKP278","RN7SK pseudogene 278 [Source:HGNC Symbol;Acc:HGNC:46002]"
"ENSG00000222438","ENSG00000222438","12",130869736,130869837,-1,"snRNA","RNU6-1077P","RNA, U6 small nuclear 1077, pseudogene [Source:HGNC Symbol;Acc:HGNC:48040]"
"ENSG00000222439","ENSG00000222439","20",63337339,63337449,1,"snRNA","RNU6-994P","RNA, U6 small nuclear 994, pseudogene [Source:HGNC Symbol;Acc:HGNC:47957]"
"ENSG00000222440","ENSG00000222440","X",91798093,91798283,1,"snRNA","RNU2-26P","RNA, U2 small nuclear 26, pseudogene [Source:HGNC Symbol;Acc:HGNC:48519]"
"ENSG00000222445","ENSG00000222445","6",125875168,125875498,1,"misc_RNA","RN7SKP56","RN7SK pseudogene 56 [Source:HGNC Symbol;Acc:HGNC:45780]"
"ENSG00000222448","ENSG00000222448","5",179845832,179846152,1,"misc_RNA","RN7SKP150","RN7SK pseudogene 150 [Source:HGNC Symbol;Acc:HGNC:45874]"
"ENSG00000222449","ENSG00000222449","2",237563165,237563270,1,"snRNA","RNU6-1140P","RNA, U6 small nuclear 1140, pseudogene [Source:HGNC Symbol;Acc:HGNC:48103]"
"ENSG00000222451","ENSG00000222451","10",90163651,90163960,-1,"misc_RNA","RN7SKP143","RN7SK pseudogene 143 [Source:HGNC Symbol;Acc:HGNC:45867]"
"ENSG00000222452","ENSG00000222452","9",78165465,78165778,1,"misc_RNA","RN7SKP59","RN7SK pseudogene 59 [Source:HGNC Symbol;Acc:HGNC:45783]"
"ENSG00000222455","ENSG00000222455","9",127841112,127841222,-1,"rRNA_pseudogene","RNA5SP296","RNA, 5S ribosomal pseudogene 296 [Source:HGNC Symbol;Acc:HGNC:43196]"
"ENSG00000222457","ENSG00000222457","1",154297650,154297748,1,"snRNA","RNU6-121P","RNA, U6 small nuclear 121, pseudogene [Source:HGNC Symbol;Acc:HGNC:47084]"
"ENSG00000222459","ENSG00000222459","9",107918866,107918978,-1,"rRNA_pseudogene","RNA5SP293","RNA, 5S ribosomal pseudogene 293 [Source:HGNC Symbol;Acc:HGNC:43193]"
"ENSG00000222460","ENSG00000222460","20",35643143,35643462,1,"misc_RNA","RN7SKP271","RN7SK pseudogene 271 [Source:HGNC Symbol;Acc:HGNC:45995]"
"ENSG00000222465","ENSG00000222465","9",70188571,70188750,-1,"snRNA","RNU2-5P","RNA, U2 small nuclear 5, pseudogene [Source:HGNC Symbol;Acc:HGNC:10155]"
"ENSG00000222467","ENSG00000222467","2",121603073,121603164,-1,"misc_RNA","Y_RNA","Y RNA [Source:RFAM;Acc:RF00019]"
"ENSG00000222468","ENSG00000222468","8",31598099,31598204,-1,"rRNA_pseudogene","RNA5SP261","RNA, 5S ribosomal pseudogene 261 [Source:HGNC Symbol;Acc:HGNC:43161]"
"ENSG00000222472","ENSG00000222472","13",96949249,96949533,-1,"misc_RNA","RN7SKP7","RN7SK pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:42625]"
"ENSG00000222477","ENSG00000222477","11",65147584,65147778,1,"snRNA","RNU2-23P","RNA, U2 small nuclear 23, pseudogene [Source:HGNC Symbol;Acc:HGNC:48516]"
"ENSG00000222486","ENSG00000222486","13",81265747,81265837,1,"snRNA","RNU6-77P","RNA, U6 small nuclear 77, pseudogene [Source:HGNC Symbol;Acc:HGNC:42567]"
"ENSG00000222488","ENSG00000222488","8",73018945,73019044,-1,"snRNA","RNU6-285P","RNA, U6 small nuclear 285, pseudogene [Source:HGNC Symbol;Acc:HGNC:47248]"
"ENSG00000222489","ENSG00000222489","14",20323179,20323326,-1,"snoRNA","SNORA79B","small nucleolar RNA, H/ACA box 79B [Source:HGNC Symbol;Acc:HGNC:52222]"
"ENSG00000222490","ENSG00000222490","3",90184634,90184733,1,"snRNA","RNU6-712P","RNA, U6 small nuclear 712, pseudogene [Source:HGNC Symbol;Acc:HGNC:47675]"
"ENSG00000222496","ENSG00000222496","2",206221315,206221634,1,"misc_RNA","RN7SKP200","RN7SK pseudogene 200 [Source:HGNC Symbol;Acc:HGNC:45924]"
"ENSG00000222499","ENSG00000222499","3",157017342,157017696,1,"misc_RNA","RN7SKP177","RN7SK pseudogene 177 [Source:HGNC Symbol;Acc:HGNC:45901]"
"ENSG00000222500","ENSG00000222500","20",15280764,15280873,-1,"rRNA_pseudogene","RNA5SP475","RNA, 5S ribosomal pseudogene 475 [Source:HGNC Symbol;Acc:HGNC:43375]"
"ENSG00000222501","ENSG00000222501","8",128010382,128010611,-1,"snRNA","RNU4-25P","RNA, U4 small nuclear 25, pseudogene [Source:HGNC Symbol;Acc:HGNC:46961]"
"ENSG00000222503","ENSG00000222503","10",103673158,103673265,1,"misc_RNA","Y_RNA","Y RNA [Source:RFAM;Acc:RF00019]"
